Phage,Phage_Accession,Host_Name,Host_Accession,Affinity,Source
"Pseudoxanthomonas phage PT816, complete genome",PX789329.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789329.1
"Pseudoxanthomonas phage PT816, complete genome",PX789329.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789329.1
"Pseudoxanthomonas phage PT226, complete genome",PX789328.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789328.1
"Pseudoxanthomonas phage PT226, complete genome",PX789328.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789328.1
"Pseudoxanthomonas phage PT226, complete genome",PX789328.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789328.1
"Pseudoxanthomonas phage PT226, complete genome",PX789328.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789328.1
"Pseudoxanthomonas phage PS525, complete genome",PX789327.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789327.1
"Pseudoxanthomonas phage PS525, complete genome",PX789327.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789327.1
"Pseudoxanthomonas phage PS525, complete genome",PX789327.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789327.1
"Pseudoxanthomonas phage PS525, complete genome",PX789327.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789327.1
"Pseudoxanthomonas phage PS519, complete genome",PX789326.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789326.1
"Pseudoxanthomonas phage PS519, complete genome",PX789326.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789326.1
"Pseudoxanthomonas phage PS519, complete genome",PX789326.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789326.1
"Pseudoxanthomonas phage PS519, complete genome",PX789326.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789326.1
"Pseudoxanthomonas phage PS211, complete genome",PX789325.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789325.1
"Pseudoxanthomonas phage PS211, complete genome",PX789325.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789325.1
"Pseudoxanthomonas phage PS211, complete genome",PX789325.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789325.1
"Pseudoxanthomonas phage PS211, complete genome",PX789325.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789325.1
"Pseudomonas phage MC11, complete genome",PX789324.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789324.1
"Pseudomonas phage MC11, complete genome",PX789324.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789324.1
"Pseudomonas phage MC11, complete genome",PX789324.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789324.1
"Pseudomonas phage MC11, complete genome",PX789324.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX789324.1
"UNVERIFIED: Pseudomonas phage PAYQ66, complete genome",PQ072796.2,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PQ072796.2
"UNVERIFIED: Pseudomonas phage PAYQ66, complete genome",PQ072796.2,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PQ072796.2
"UNVERIFIED: Pseudomonas phage PAYQ66, complete genome",PQ072796.2,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PQ072796.2
"UNVERIFIED: Pseudomonas phage PAYQ66, complete genome",PQ072796.2,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PQ072796.2
"Pseudomonas phage PAW33, complete genome",PQ305824.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PQ305824.1
"Pseudomonas phage PAW33, complete genome",PQ305824.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PQ305824.1
"Pseudomonas phage PAW33, complete genome",PQ305824.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PQ305824.1
"Pseudomonas phage PAW33, complete genome",PQ305824.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PQ305824.1
"Pseudomonas phage Baskent_P7, complete genome",PX677422.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX677422.1
"Pseudomonas phage Baskent_P7, complete genome",PX677422.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX677422.1
"Pseudomonas phage Baskent_P7, complete genome",PX677422.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX677422.1
"Pseudomonas phage Baskent_P7, complete genome",PX677422.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX677422.1
"Pseudomonas phage phiK601, complete genome",PV976809.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PV976809.1
"Pseudomonas phage phiK601, complete genome",PV976809.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PV976809.1
"Pseudomonas phage phiK601, complete genome",PV976809.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PV976809.1
"Pseudomonas phage phiK601, complete genome",PV976809.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PV976809.1
"Pseudomonas phage vB_PaeM_PKMS3, complete genome",OR540302.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:OR540302.1
"Pseudomonas phage vB_PaeM_PKMS3, complete genome",OR540302.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:OR540302.1
"Pseudomonas phage vB_PaeM_PKMS3, complete genome",OR540302.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:OR540302.1
"Pseudomonas phage vB_PaeM_PKMS3, complete genome",OR540302.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:OR540302.1
"Pseudomonas phage pSO21, complete genome",PX673949.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX673949.1
"Pseudomonas phage pSO21, complete genome",PX673949.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX673949.1
"Pseudomonas phage pSO21, complete genome",PX673949.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX673949.1
"Pseudomonas phage pSO21, complete genome",PX673949.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX673949.1
"Pseudomonas phage pWA51, complete genome",PX673948.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Pseudomonas|NCBI:PX673948.1
"Pseudomonas phage pWA51, complete genome",PX673948.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Pseudomonas|NCBI:PX673948.1
"Pseudomonas phage pWA51, complete genome",PX673948.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Pseudomonas|NCBI:PX673948.1
"Pseudomonas phage pWA51, complete genome",PX673948.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Pseudomonas|NCBI:PX673948.1
"Escherichia phage vB_EcoS-NB10, complete genome",PX871048.2,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PX871048.2
"Escherichia phage vB_EcoS-NB10, complete genome",PX871048.2,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PX871048.2
"Escherichia phage vB_EcoS-NB10, complete genome",PX871048.2,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PX871048.2
"Escherichia phage vB_EcoS-NB10, complete genome",PX871048.2,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PX871048.2
"Escherichia phage ECP2402, complete genome",PX068456.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PX068456.1
"Escherichia phage ECP2402, complete genome",PX068456.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PX068456.1
"Escherichia phage ECP2402, complete genome",PX068456.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PX068456.1
"Escherichia phage ECP2402, complete genome",PX068456.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PX068456.1
"Escherichia phage ECP2308, complete genome",PX068455.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PX068455.1
"Escherichia phage ECP2308, complete genome",PX068455.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PX068455.1
"Escherichia phage ECP2308, complete genome",PX068455.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PX068455.1
"Escherichia phage ECP2308, complete genome",PX068455.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PX068455.1
"Escherichia phage ECP2306, complete genome",PX068454.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PX068454.1
"Escherichia phage ECP2306, complete genome",PX068454.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PX068454.1
"Escherichia phage ECP2306, complete genome",PX068454.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PX068454.1
"Escherichia phage ECP2306, complete genome",PX068454.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PX068454.1
"Escherichia phage vB_EcoM_QH05, complete genome",PZ223990.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PZ223990.1
"Escherichia phage vB_EcoM_QH05, complete genome",PZ223990.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PZ223990.1
"Escherichia phage vB_EcoM_QH05, complete genome",PZ223990.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PZ223990.1
"Escherichia phage vB_EcoM_QH05, complete genome",PZ223990.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PZ223990.1
"Escherichia phage vB_EcoM_QH04, complete genome",PZ223989.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PZ223989.1
"Escherichia phage vB_EcoM_QH04, complete genome",PZ223989.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PZ223989.1
"Escherichia phage vB_EcoM_QH04, complete genome",PZ223989.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PZ223989.1
"Escherichia phage vB_EcoM_QH04, complete genome",PZ223989.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PZ223989.1
"Escherichia phage 5540, complete genome",PZ212788.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PZ212788.1
"Escherichia phage 5540, complete genome",PZ212788.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PZ212788.1
"Escherichia phage 5540, complete genome",PZ212788.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PZ212788.1
"Escherichia phage 5540, complete genome",PZ212788.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PZ212788.1
"Escherichia phage phago12, complete genome",PZ171035.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PZ171035.1
"Escherichia phage phago12, complete genome",PZ171035.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PZ171035.1
"Escherichia phage phago12, complete genome",PZ171035.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PZ171035.1
"Escherichia phage phago12, complete genome",PZ171035.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PZ171035.1
"Escherichia phage 5538_NON_ALONE, complete genome",PZ171034.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PZ171034.1
"Escherichia phage 5538_NON_ALONE, complete genome",PZ171034.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PZ171034.1
"Escherichia phage 5538_NON_ALONE, complete genome",PZ171034.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PZ171034.1
"Escherichia phage 5538_NON_ALONE, complete genome",PZ171034.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PZ171034.1
"Escherichia phage 5538_ALONE, complete genome",PZ171033.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PZ171033.1
"Escherichia phage 5538_ALONE, complete genome",PZ171033.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PZ171033.1
"Escherichia phage 5538_ALONE, complete genome",PZ171033.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PZ171033.1
"Escherichia phage 5538_ALONE, complete genome",PZ171033.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PZ171033.1
"Escherichia phage 5537, complete genome",PZ171032.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PZ171032.1
"Escherichia phage 5537, complete genome",PZ171032.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PZ171032.1
"Escherichia phage 5537, complete genome",PZ171032.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PZ171032.1
"Escherichia phage 5537, complete genome",PZ171032.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PZ171032.1
"Escherichia phage vB_Eco_ppH1, complete genome",PX132564.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PX132564.1
"Escherichia phage vB_Eco_ppH1, complete genome",PX132564.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PX132564.1
"Escherichia phage vB_Eco_ppH1, complete genome",PX132564.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PX132564.1
"Escherichia phage vB_Eco_ppH1, complete genome",PX132564.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PX132564.1
"Escherichia phage Inksom_phi50-4, complete genome",PX393110.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PX393110.1
"Escherichia phage Inksom_phi50-4, complete genome",PX393110.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PX393110.1
"Escherichia phage Inksom_phi50-4, complete genome",PX393110.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PX393110.1
"Escherichia phage Inksom_phi50-4, complete genome",PX393110.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PX393110.1
"Escherichia phage Inksom_phi25-4, complete genome",PX393109.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PX393109.1
"Escherichia phage Inksom_phi25-4, complete genome",PX393109.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PX393109.1
"Escherichia phage Inksom_phi25-4, complete genome",PX393109.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PX393109.1
"Escherichia phage Inksom_phi25-4, complete genome",PX393109.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PX393109.1
"Escherichia phage Inksom_phi25-6, complete genome",PX393108.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PX393108.1
"Escherichia phage Inksom_phi25-6, complete genome",PX393108.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PX393108.1
"Escherichia phage Inksom_phi25-6, complete genome",PX393108.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PX393108.1
"Escherichia phage Inksom_phi25-6, complete genome",PX393108.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PX393108.1
"Escherichia phage EC3KM, complete genome",PZ049338.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PZ049338.1
"Escherichia phage EC3KM, complete genome",PZ049338.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PZ049338.1
"Escherichia phage EC3KM, complete genome",PZ049338.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PZ049338.1
"Escherichia phage EC3KM, complete genome",PZ049338.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PZ049338.1
"Escherichia phage EC1KC, complete genome",PZ049337.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PZ049337.1
"Escherichia phage EC1KC, complete genome",PZ049337.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PZ049337.1
"Escherichia phage EC1KC, complete genome",PZ049337.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PZ049337.1
"Escherichia phage EC1KC, complete genome",PZ049337.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PZ049337.1
"Escherichia phage vB_EcoP_P61425, complete genome",PZ091942.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PZ091942.1
"Escherichia phage vB_EcoP_P61425, complete genome",PZ091942.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PZ091942.1
"Escherichia phage vB_EcoP_P61425, complete genome",PZ091942.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PZ091942.1
"Escherichia phage vB_EcoP_P61425, complete genome",PZ091942.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PZ091942.1
"UNVERIFIED: Escherichia phage ECL1, complete genome",PX421306.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PX421306.1
"UNVERIFIED: Escherichia phage ECL1, complete genome",PX421306.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PX421306.1
"UNVERIFIED: Escherichia phage ECL1, complete genome",PX421306.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PX421306.1
"UNVERIFIED: Escherichia phage ECL1, complete genome",PX421306.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PX421306.1
"Escherichia phage vB_EcS_Jnl-01, complete genome",PX962436.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PX962436.1
"Escherichia phage vB_EcS_Jnl-01, complete genome",PX962436.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PX962436.1
"Escherichia phage vB_EcS_Jnl-01, complete genome",PX962436.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PX962436.1
"Escherichia phage vB_EcS_Jnl-01, complete genome",PX962436.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PX962436.1
"Escherichia phage mEp409, complete genome",PX969075.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PX969075.1
"Escherichia phage mEp409, complete genome",PX969075.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PX969075.1
"Escherichia phage mEp409, complete genome",PX969075.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PX969075.1
"Escherichia phage mEp409, complete genome",PX969075.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PX969075.1
"Escherichia phage vB_EcoM-RPN242-TrD10, complete genome",PX943856.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PX943856.1
"Escherichia phage vB_EcoM-RPN242-TrD10, complete genome",PX943856.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PX943856.1
"Escherichia phage vB_EcoM-RPN242-TrD10, complete genome",PX943856.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PX943856.1
"Escherichia phage vB_EcoM-RPN242-TrD10, complete genome",PX943856.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PX943856.1
"Escherichia phage MEC7, complete genome",PZ049694.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PZ049694.1
"Escherichia phage MEC7, complete genome",PZ049694.1,Xanthomonas campestris pv. campestris,NZ_CP155977,0,Module_A_cross_genus:Escherichia|NCBI:PZ049694.1
"Escherichia phage MEC7, complete genome",PZ049694.1,Xanthomonas axonopodis,NZ_CP167870,0,Module_A_cross_genus:Escherichia|NCBI:PZ049694.1
"Escherichia phage MEC7, complete genome",PZ049694.1,Xanthomonas citri,NZ_CP118477,0,Module_A_cross_genus:Escherichia|NCBI:PZ049694.1
"Escherichia phage phiM, complete genome",PZ053912.1,Xanthomonas oryzae pv. oryzae,NZ_CP150073,0,Module_A_cross_genus:Escherichia|NCBI:PZ053912.1
