phage_acc,host_acc,host_organism,label,source,confidence,notes
PZ049337.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Escherichia|NCBI:PZ049337.1
PZ049337.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Escherichia|NCBI:PZ049337.1
MZ089741.2,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:MZ089741.2
NC_022982.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Xylella|NCBI:NC_022982.1
MZ089741.2,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:MZ089741.2
PQ492159.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492159.1
PQ492162.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492162.1
PQ492161.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492161.1
PQ492161.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492161.1
PQ492161.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492161.1
PQ492161.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492161.1
PQ492160.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492160.1
PQ492160.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492160.1
PQ492160.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492160.1
PQ492160.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492160.1
PQ492159.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492159.1
PQ492159.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492159.1
PQ492159.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492159.1
PQ492158.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492158.1
PQ492162.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492162.1
PQ492158.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492158.1
PQ492158.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492158.1
PQ492158.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492158.1
PQ492157.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492157.1
PQ492157.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492157.1
PQ492157.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492157.1
PQ492157.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492157.1
PQ434693.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434693.1
PQ434693.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434693.1
PQ434693.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434693.1
PQ434693.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434693.1
PQ434692.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434692.1
PQ492162.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492162.1
PQ492162.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ492162.1
PQ434692.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434692.1
PQ498457.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498457.1
PQ498460.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498460.1
PQ498460.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498460.1
PQ498460.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498460.1
PQ498459.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498459.1
PQ498459.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498459.1
PQ498459.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498459.1
PQ498459.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498459.1
PQ498458.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498458.1
PQ498458.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498458.1
PQ498458.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498458.1
PQ498458.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498458.1
PQ498457.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498457.1
PQ498457.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498457.1
PQ498454.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498454.1
PQ498457.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498457.1
PQ498456.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498456.1
PQ498456.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498456.1
PQ498456.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498456.1
PQ498456.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498456.1
PQ498455.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498455.1
PQ498455.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498455.1
PQ498455.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498455.1
PQ498455.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498455.1
PQ498454.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498454.1
PQ498454.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498454.1
PQ498454.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498454.1
PQ434692.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434692.1
PQ434692.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ434692.1
PX418225.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Pseudomonas|NCBI:PX418225.1
PP550502.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP550502.1
PP179326.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179326.1
PP179325.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179325.1
PP179325.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179325.1
PP179325.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179325.1
PP179325.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179325.1
PP747256.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP747256.1
PP747256.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP747256.1
PP747256.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP747256.1
PP747256.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP747256.1
PP550502.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP550502.1
PP550502.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP550502.1
PP550502.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP550502.1
PP554396.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP554396.1
PP179326.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179326.1
PP554396.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP554396.1
PP554396.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP554396.1
PP554396.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP554396.1
OP752703.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:OP752703.1
OP752703.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:OP752703.1
OP752703.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:OP752703.1
OP752703.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:OP752703.1
PP079418.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079418.1
PP079418.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079418.1
PP079418.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079418.1
PP079418.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079418.1
PP079417.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP079417.1
PP179326.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179326.1
PP179326.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179326.1
PQ074228.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ074228.1
PP921743.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921743.1
PQ074228.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ074228.1
PQ074228.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ074228.1
PQ074228.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ074228.1
PP921744.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921744.1
PP921744.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921744.1
PP921744.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921744.1
PP921744.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921744.1
PQ111865.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ111865.1
PQ111865.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ111865.1
PQ111865.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ111865.1
PQ111865.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ111865.1
PP921743.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921743.1
PP921743.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921743.1
PP179328.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179328.1
PP921743.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP921743.1
PP932004.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP932004.1
PP932004.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP932004.1
PP932004.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP932004.1
PP932004.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP932004.1
PP179329.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179329.1
PP179329.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179329.1
PP179329.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179329.1
PP179329.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179329.1
PP179328.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179328.1
PP179328.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179328.1
PP179328.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PP179328.1
PQ498460.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498460.1
PQ498461.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498461.1
PQ498461.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498461.1
PX828564.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX828564.1
PX963126.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX963126.1
PX963126.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX963126.1
PX963126.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX963126.1
PX963126.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX963126.1
PX021331.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX021331.1
PX021331.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX021331.1
PX021331.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX021331.1
PX021331.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX021331.1
PX872916.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX872916.1
PX872916.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX872916.1
PX872916.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX872916.1
PX872916.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX872916.1
PX828564.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX828564.1
PX963128.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX963128.1
PX828564.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX828564.1
PX828564.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX828564.1
PX828563.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX828563.1
PX828563.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX828563.1
PX828563.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX828563.1
PX828563.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX828563.1
PX828562.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX828562.1
PX828562.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX828562.1
PX828562.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX828562.1
PX828562.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX828562.1
PX828561.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX828561.1
PX828561.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX828561.1
PX963128.1,NZ_CP118477,Xanthomonas citri,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX963128.1
PX963128.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PX963128.1
PQ498461.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PQ498461.1
PZ099256.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PZ099256.1
MT161386.1,NZ_CP167225,Xanthomonas campestris pv. vesicatoria,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas campestris pv. campestris
MZ345003.1,NZ_CP167225,Xanthomonas campestris pv. vesicatoria,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas campestris pv. campestris
MT119766.1,NZ_CP167225,Xanthomonas campestris pv. vesicatoria,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas campestris pv. campestris
NC_055838.1,NZ_CP167225,Xanthomonas campestris pv. vesicatoria,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas campestris pv. campestris
MT161383.1,NZ_CP167225,Xanthomonas campestris pv. vesicatoria,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas campestris pv. campestris
MT161381.1,NZ_CP167225,Xanthomonas campestris pv. vesicatoria,0,inferred_taxonomy,0.500000,Module_C_pv_inference|positive_host:Xanthomonas campestris pv. campestris
PV156121.1,NZ_CP150073,Xanthomonas oryzae pv. oryzae,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PV156121.1
PV156121.1,NZ_CP155977,Xanthomonas campestris pv. campestris,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PV156121.1
PV156121.1,NZ_CP167870,Xanthomonas axonopodis,0,inferred_taxonomy,0.500000,Module_A_cross_genus:Stenotrophomonas|NCBI:PV156121.1
